Dead Effect 2 Demo,5,"26 May, 2016","Action, RPG, Indie"
Usurpator,,Q1 2021,"Indie, Action, Gore, Violent, Early Access, Hack and Slash, Multiplayer, Isometric, Character Customization, Swordplay, Competitive, Medieval, Singleplayer, Survival, Co-op, PvP"
Voltron: Cubes Of Olkarion - Founder's Pack,,"29 Aug, 2019","Action, Indie, Strategy, Casual, Co-op, Singleplayer, Sci-fi, Anime, Local Multiplayer, Tactical, Fast-Paced, Local Co-Op, Building, Tower Defense, RTS, Early Access, Multiplayer, PvP, Physics, Cute"
Undercat Demo,,"27 Sep, 2020",Action
Undercat,,2021,"PvP, Platformer, Adventure, 2D, Action, Co-op, Local Co-Op, Multiplayer, Singleplayer, Local Multiplayer, Indie, 2D Platformer, Immersive Sim, Pixel Graphics, Cute, Dog, Stealth, Sci-fi, Retro, Family Friendly"
Masked Forces 2: Mystic Demons - Multiplayer,2,"17 Jan, 2018","Action, Indie, Survival, Fantasy, Co-op, Shooter, PvP, First-Person, Multiplayer, Singleplayer, Gore, Nonlinear, Sniper, Demons, Online Co-Op, FPS"
DRAG Demo,2,"16 Jun, 2020","Simulation, Racing, Sports"
Moo Lander Demo,,"16 May, 2019","Action, Adventure, Indie"
Moo Lander,,2021,"Action, Adventure, Exploration, 2D Platformer, Indie, Metroidvania, 4 Player Local, Story Rich, Singleplayer, Multiplayer, Co-op, Atmospheric, Puzzle, Local Multiplayer, Family Friendly, Fantasy, Aliens, Funny, Local Co-Op, 2D"
Hammer SandBox,,Coming Soon,"FPS, Sandbox, Moddable, Building, Action, Simulation, Singleplayer, Adventure, Multiplayer, Base Building, Physics, Shooter, Action-Adventure, First-Person, Indie, Early Access, Realistic"
Insatia,,2021,"Action, Simulation, 2D, Multiplayer, Split Screen, Top-Down, Singleplayer, Sandbox, Blood, Violent, Casual, Local Co-Op, Local Multiplayer, Controller, Indie, Gore, Free to Play, Survival, Dark, Strategy"
Dam Busters,,"10 Aug, 2020","Casual, Action, Indie, Retro, Pixel Graphics, Arcade, Old School, Local Multiplayer, Remake, 2D, Colorful, Top-Down, PvP, PvE, Singleplayer, Multiplayer"
Clan N Demo,,"23 Aug, 2019","Action, Indie"
DEVOUR,,Jan 2021,"Horror, Online Co-Op, Survival Horror, Indie, Co-op, Multiplayer, Survival, Dark, Atmospheric, First-Person, Difficult, Singleplayer, Stealth, Puzzle, Action, Great Soundtrack, Sexual Content"
潮汐锁定/Tidal Locking,,"21 Nov, 2020","Action, Shooter, FPS, First-Person, Modern, PvP, Singleplayer, Gore, Violent, Indie, Multiplayer"
Kill The Bad Guy Demo,34,"5 Jun, 2014","Strategy, Action, Indie, Simulation"
Prison Simulator,,TBA,"Simulation, Action, Casual, Indie, Adventure, First-Person, Singleplayer, Realistic, Atmospheric, Exploration, Story Rich, FPS, Multiplayer, Life Sim, America, Management, Horror, Nudity, Violent, Gore"
Prison Simulator Demo,5,"13 Sep, 2020",
Underdesert: The Last Piece Of Sand,,Q3/Q4 2021,"Action, FPS, Roguelite, Roguelike, Multiplayer, Shooter, Co-op, Looter Shooter, Loot, Singleplayer, Online Co-Op, First-Person, Stylized, Procedural Generation, Indie, Fantasy, Action Roguelike, Difficult, Magic, Destruction"
SUPERHERO-X [Alpha Edition],,"15 Jun, 2020","Action, Indie, Character Customization, Fighting, 2D Fighter, Superhero, Controller, Strategy, 3D Fighter, Beat 'em up, 2.5D, Anime, Comic Book, Realistic, PvP, Multiplayer, Singleplayer, Local Multiplayer, 3D, Casual"
EmergeNYC Demo,10,"18 Oct, 2017","Strategy, RPG, Massively Multiplayer, Simulation"
I was rebuilt Demo,,"29 Mar, 2017","Action, Adventure, Indie, Casual"
Haters,,"23 Sep, 2020","Action, Shooter, Massively Multiplayer, Third-Person Shooter, 3D, Combat, Local Multiplayer, Strategy, Free to Play, Multiplayer, Singleplayer, Arena Shooter, FPS, First-Person, Stylized, Third Person, PvP, Indie"
Minigame Blast,1,"24 Mar, 2020","Minigames, Local Co-Op, Multiplayer, Arcade, Colorful, Co-op, Cartoony, Action, Split Screen, Local Multiplayer, Score Attack, Singleplayer, 2D, 3D, PvP, PvE, 4 Player Local, Competitive, Indie"
Squarewave Maker,,TBD,"Sandbox, Level Editor, Rhythm, Building, Music, 3D, Action, Crafting, Multiplayer, Singleplayer, Side Scroller, Indie, Great Soundtrack"
Worbital Demo,6,"6 Feb, 2019","Strategy, Action, Indie"
Save Your Nuts Demo,,"7 Jun, 2019","Action, Indie, Sports"
MADNESS: Project Nexus,,Mid/Late 2020,"Action, Gore, Violent, Indie, Great Soundtrack, Shooter, Third-Person Shooter, Singleplayer, Hack and Slash, Co-op, Atmospheric, Arena Shooter, Dark, Zombies, 3D, Multiplayer"
Pavlov Demo,3,"5 Dec, 2016","Action, Gore, Violent"
Deep Space Gardening,,Early 2021,"Team-Based, Local Co-Op, Online Co-Op, Colorful, Action, Space, Nature, Multiplayer, Singleplayer, 4 Player Local, Indie, Local Multiplayer, Co-op, 3D"
Ember Knights,,Summer 2021,"Multiplayer, Hack and Slash, Roguelite, Dungeon Crawler, Pixel Graphics, Online Co-Op, Combat, Action, Co-op, Procedural Generation, Roguelike, Adventure, Exploration, Local Co-Op, Local Multiplayer, Singleplayer, 2D, Top-Down, Loot, Indie"
Xenon Racer Demo,,"16 May, 2019","Action, Adventure, Free to Play, Simulation, Racing, Sports"
Galactic Thunderdome,,Coming soon!,"Multiplayer, Indie, Fighting, Action, Co-op, 2D Fighter, Local Multiplayer, 4 Player Local, 2D, PvP, Combat, Split Screen, Online Co-Op, Local Co-Op, Singleplayer, Physics, Twin Stick Shooter, Controller, Gore, Violent"
Modbox Demo,,"4 Dec, 2016","Action, Indie, Simulation"
Squarewave Maker,,TBD,"Sandbox, Level Editor, Rhythm, Building, Music, 3D, Action, Crafting, Multiplayer, Singleplayer, Side Scroller, Indie, Great Soundtrack"
Deep Space Gardening,,Early 2021,"Team-Based, Local Co-Op, Online Co-Op, Colorful, Action, Space, Nature, Multiplayer, Singleplayer, 4 Player Local, Indie, Local Multiplayer, Co-op, 3D"
Ember Knights,,Summer 2021,"Multiplayer, Hack and Slash, Roguelite, Dungeon Crawler, Pixel Graphics, Online Co-Op, Combat, Action, Co-op, Procedural Generation, Roguelike, Adventure, Exploration, Local Co-Op, Local Multiplayer, Singleplayer, 2D, Top-Down, Loot, Indie"
GRAL,6,"24 Sep, 2018","Indie, Combat Racing, Racing, Action, Sports, Early Access, Co-op, 4 Player Local, Local Co-Op, Split Screen, Sci-fi, Futuristic, Driving, PvP, Singleplayer, Controller, Online Co-Op, Casual, Third Person, Multiplayer"
Fractal Fury,,TBA,"Action, Battle Royale, Massively Multiplayer, Shooter, Third-Person Shooter, Third Person, PvP, Multiplayer, Singleplayer, Free to Play, Violent, Indie, Early Access, Local Multiplayer"
Playground Heroes,,To Be Announced,"Action, Indie, Casual, Co-op, Local Co-Op, Multiplayer, Controller, Colorful, Online Co-Op, Cute, Funny, Difficult, Family Friendly, 4 Player Local, Local Multiplayer, Singleplayer, Simulation, Relaxing, Memes, Superhero"
Underdesert: The Last Piece Of Sand,,Q3/Q4 2021,"Action, FPS, Roguelite, Roguelike, Multiplayer, Shooter, Co-op, Looter Shooter, Loot, Singleplayer, Online Co-Op, First-Person, Stylized, Procedural Generation, Indie, Fantasy, Action Roguelike, Difficult, Magic, Destruction"
Virus Remedium,,To be announced,"Action, Indie, Casual, Relaxing, FPS, Open World, Crafting, Tactical, Shooter, Multiplayer, Combat, Singleplayer, Destruction, Inventory Management, Hunting, Looter Shooter"
Knightmare Lands,,Looking for investments,"RPG, Action, Indie, Adventure, Singleplayer, Multiplayer, Co-op, Local Co-Op, 4 Player Local, Exploration, Cartoon, Cartoony"
Override 2: Super Mech League - Season Pass DLC,,December 2020,"Action, Indie, Co-op, Third Person, Fighting, PvP, Local Co-Op, Online Co-Op, Multiplayer, Combat, Singleplayer, 3D, Futuristic, Character Customization, Mechs, Robots, 3D Fighter, Local Multiplayer"
What The Fork Demo,,"5 Oct, 2020",
Thunderballs VR,5,"30 Oct, 2020","Action, Indie, VR, Multiplayer, Shooter, Destruction, Tower Defense, Early Access, PvP, Stealth, Free to Play, Strategy, Arena Shooter, Team-Based, Co-op, Competitive, FPS, Online Co-Op, eSports, Singleplayer"
SpeedRunners Demo,33,"18 Dec, 2014","Racing, Action, Indie, Casual, Sports"
Aloof,,Early to mid 2021,"Puzzle, Casual, Multiplayer, Cute, Colorful, Action, Local Multiplayer, 4 Player Local, Fighting, Arcade, Co-op Campaign, Singleplayer, Online Co-Op, 2D, Local Co-Op, Co-op, eSports, Logic, Adventure, Indie"
Aloof Demo,,"29 Sep, 2020",
The Creature,2,"5 Aug, 2019","Casual, Gore, Adventure, Action, Strategy, Indie, Early Access, Horror, Survival, Multiplayer, Singleplayer, Open World"
Metal Revolution / 金属对决,,Coming Soon,"Fighting, 2D Fighter, Multiplayer, Action, Arcade, Local Multiplayer, Competitive, Cyberpunk, Robots, eSports, 2.5D, 2D, Local Co-Op, Sci-fi, Singleplayer, Beat 'em up, Futuristic, Combat, Martial Arts, Indie"
Timbertales,4,"12 Jun, 2018","Strategy, Indie, Casual, Turn-Based, 2D, Retro, Difficult, Singleplayer, Top-Down, Family Friendly, Turn-Based Strategy, Multiplayer, Fantasy, Action, Adventure"
Project Haven,,To be announced,"Strategy, Turn-Based Tactics, RPG, Dystopian , Indie, Sci-fi, Singleplayer, Co-op Campaign, Multiplayer, Difficult, Turn-Based, Story Rich, Violent, Action, Atmospheric, Tactical, Strategy RPG, Turn-Based Strategy, Turn-Based Combat, Moddable"
Oneteam Soccer,,"23 Jul, 2020","Casual, Sports, Action, Indie, Soccer, Comedy, Multiplayer, Singleplayer, 3D, Cute, Physics"
Bug Attack!,2,"24 Apr, 2018","Indie, Arcade, Retro, 1980s, Casual, Score Attack, Action, 2D, Family Friendly, Pixel Graphics, Old School, Co-op, Local Co-Op, Local Multiplayer, Multiplayer, Singleplayer, PvP"
Rogue Wars,,"9 Nov, 2020","FPS, Action, Adventure, Multiplayer, Shooter, Co-op, PvP, Strategy, 3D, Character Customization, Shoot 'Em Up, Violent, First-Person, Indie, Team-Based, Military, Singleplayer"
Undead Can Dance,,Spring 2021,"Action, Rhythm, VR, Music, Multiplayer, Great Soundtrack, Zombies, Surreal, PvP, Fast-Paced, Indie, eSports, Minimalist, Addictive, Replay Value, Singleplayer, First-Person, Stylized, Sports, Moddable"
Warspace 2,,Soon - 2021,"RPG, Action, Co-op, Online Co-Op, Multiplayer, Singleplayer, Roguelike, Arcade, Shooter, Shoot 'Em Up, Top-Down Shooter, Arena Shooter, 3D, Stylized, Top-Down, Aliens, Sci-fi, Combat, Procedural Generation, Indie"
Warp Factor,,"20 Apr, 2020","Action, Indie, Arcade, Fast-Paced, 2D, Sci-fi, Singleplayer, 1980s, Multiplayer, Local Multiplayer, Retro, PvP"
Mask of Fury,,Coming in 2020,"Indie, Casual, Action, Massively Multiplayer, Physics, Multiplayer, Split Screen, Singleplayer, Co-op, Local Co-Op, Comedy, Funny, Local Multiplayer, 3D Platformer, Open World, Simulation, Survival, Parkour, Adventure, Sandbox"
Bound By Blades Demo,,"25 Sep, 2019","Action, Adventure, RPG, Indie"
Bound By Blades,,2022,"RPG, Action, Adventure, Indie, Co-op, Singleplayer, Action RPG, 2D, Replay Value, Fantasy, Great Soundtrack, Online Co-Op, Multiplayer, Difficult, Hand-drawn"
Link Wars,4,"29 May, 2020","Free to Play, Indie, Casual, Action, VR, Puzzle, Board Game, Arcade, PvP, Multiplayer, Real-Time, Singleplayer, 3D, Logic, Fast-Paced"
Pixels can fight,1,"19 Nov, 2019","Adventure, Indie, Early Access, Platformer, Action, Fighting, 2D Platformer, 2D, Pixel Graphics, Split Screen, PvP, Team-Based, Multiplayer, Co-op, 4 Player Local, Local Multiplayer, Local Co-Op, Singleplayer, Online Co-Op, Co-op Campaign"
E.Y.E: Divine Cybermancy Demo,3,"11 Jul, 2012",
Fraymakers,,Early 2022,"Indie, Fighting, 2D Fighter, Multiplayer, Games Workshop, Action, Character Customization, Pixel Graphics, PvP, Local Multiplayer, 2D, Competitive, 4 Player Local, Early Access, Co-op, Beat 'em up, Controller, Moddable, Arcade, Singleplayer"
Unoccupied,,"1 Jan, 2021","Action, Indie, First-Person, Action-Adventure, Procedural Generation, Open World, Survival, FPS, Open World Survival Craft, Building, Combat, PvP, Resource Management, Singleplayer, Multiplayer, Online Co-Op, Artificial Intelligence, Early Access"
Underspace,,TBA,"Action, Adventure, Indie, RPG, Space, Space Sim, Open World, Arcade, Exploration, Multiplayer, Sci-fi, Singleplayer, Trading, Futuristic, 6DOF, Moddable, Co-op"
Bombyman,,Early 2020,"Action, Indie, Casual, Adventure, VR, Multiplayer, Singleplayer, Cartoon, Fantasy"
Bombyman Demo,,"9 Apr, 2020","Action, Adventure, Indie, Casual"
Color Breakers,,Coming Soon,"Indie, Local Co-Op, Online Co-Op, Casual, Funny, Multiplayer, 4 Player Local, Party, Co-op, Local Multiplayer, Action, Singleplayer"
Cannon Arena,,"19 Jun, 2019","Action, Casual, Indie, Sports, Singleplayer, Multiplayer, Tanks, Arena Shooter, Shooter, Top-Down Shooter, Difficult"
Watch Your Ride - Bicycle Game,,2021 Q1,"Local Multiplayer, 3D Platformer, Simulation, Physics, Bikes, BMX, Casual, Parkour, Multiplayer, Funny, Singleplayer, Co-op, Racing, Difficult, Platformer, Action, Driving, Indie, 3D, Precision Platformer"
∀kashicforce Demo,,"29 Mar, 2019","Action, Indie"
Tri6: Infinite Demo,,"16 Jun, 2020","Action, Free to Play, Indie, Casual, Racing"
Vulpine,,2020,"Action, Adventure, Great Soundtrack, Nature, Indie, Multiplayer, Co-op, Open World, Third Person, Hunting, Singleplayer, Exploration, Fantasy, Action RPG, RPG, Cute"
Cowboy : Attack of Wild Animal,9,"17 May, 2018","Action, Indie, Casual, Shooter, Multiplayer, Singleplayer"
Mini Golf Club,,"29 May, 2020","Casual, Indie, Sports, Simulation, Early Access, Level Editor, Multiplayer, Action, Turn-Based, PvP, Sandbox, Physics, Difficult, Funny, Singleplayer, Replay Value, Family Friendly, Mini Golf, Golf, Puzzle"
F.U.B.A.R,8,"5 Jul, 2020","Zombies, Third-Person Shooter, Action, Co-op, Shoot 'Em Up, PvE, Shooter, Third Person, 3D, Minimalist, Atmospheric, Gore, Indie, Early Access, Casual, Online Co-Op, Multiplayer, Singleplayer, Local Multiplayer"
Go All Out - Zorro Character,,"5 Dec, 2019","Action, Adventure, Indie, Casual, Co-op, Fighting, Arcade, Local Co-Op, Multiplayer, Singleplayer, Local Multiplayer"
Metal Tales: Overkill,,"22 Apr, 2021","Action, Action RPG, 3D Platformer, Top-Down, Magic, Music-Based Procedural Generation, Co-op, Local Co-Op, Multiplayer, Indie, Singleplayer, Local Multiplayer"
Pillowheads: It's Party Time,1,"16 Jul, 2020","Indie, Action, 4 Player Local, Casual, Controller, Family Friendly, Colorful, Cute, Comedy, Competitive, Funny, Physics, Vehicular Combat, Local Multiplayer, 3D, PvP, Multiplayer, Co-op, Local Co-Op, Singleplayer"
PERISH,,2021,"Action, Indie, Gore, Violent, Roguelite, PvE, Demons, Hack and Slash, FPS, Co-op, First-Person, Online Co-Op, Multiplayer, Singleplayer"
Din's Legacy Demo,,"20 Aug, 2019","Action, RPG, Indie"
Secure the Skies Demo,,"10 Oct, 2020",
HyperCore,,Q1 2021,"Local Multiplayer, Music, Rhythm, Action, Bullet Hell, Indie, Fast-Paced, Time Attack, Arcade, Shoot 'Em Up, Unforgiving, Difficult, Music-Based Procedural Generation, Psychedelic, Colorful, Futuristic, Score Attack, Multiplayer, PvP, Singleplayer"
HyperCore Demo,,"16 Jun, 2020","Action, Indie"
Click Commander,,"22 Oct, 2019","Strategy, Indie, Simulation, Early Access, Clicker, RTS, Real Time Tactics, Wargame, 2D, Voxel, Retro, Tactical, War, PvP, Multiplayer, Singleplayer, Real-Time, Casual, Action"
Order No. 227: Not one step back! Demo,,"3 Aug, 2017","Action, Indie"
Zombasite Demo,1,"23 Mar, 2016","Action, RPG, Indie"
8-Bit Commando Demo,1,,"Action, Indie"
Flat Heroes Demo,,"12 May, 2017","Action, Indie"
Circuit Superstars,,Early Access – Q1 2021,"Racing, Driving, Automobile Sim, Sports, Simulation, Top-Down, Singleplayer, Multiplayer, Arcade, Split Screen, Retro, Old School, Local Multiplayer, 4 Player Local, Offroad, Action, Casual, Difficult, Indie, Replay Value"
Total Arcade Racing,7,"14 Aug, 2020","Racing, Action, Indie, Casual, Early Access, Simulation, Sports, Top-Down, Arcade, Driving, Local Multiplayer, 4 Player Local, Family Friendly, Party, Multiplayer, 2D, Competitive, Physics, Singleplayer"
SnowFighters,2,"7 Aug, 2020","Action, Sports, Indie, eSports, Cute, Pixel Graphics, Competitive, 2D Fighter, 2D, Snow, PvP, PvE, Singleplayer, Multiplayer"
The Crackpet Show,,Soonish ™,"Roguelite, Roguelike, Cartoony, 2D, Bullet Hell, Action, Action Roguelike, Co-op, Co-op Campaign, Indie, Local Multiplayer, Local Co-Op, Shooter, Singleplayer, RPG, Multiplayer, Cartoon, Top-Down Shooter, 4 Player Local, Colorful"
Retro Rockets Demo,,"2 Apr, 2019","Action, Indie, Casual"
Protonwar Demo,,"25 Apr, 2017","Action, Indie"
C.Q.C. - Close Quarters Combat,2,"14 Nov, 2019","Top-Down Shooter, Gore, Local Co-Op, PvP, Zombies, Blood, Action, Twin Stick Shooter, Indie, Co-op, Multiplayer, Casual, Singleplayer, Local Multiplayer, Co-op Campaign, Split Screen, Top-Down, Shooter, Isometric, Third-Person Shooter"
Dragon Extinction Demo,,"21 Jun, 2020","RPG, Souls-like, Action RPG, Hack and Slash, Indie, Dungeon Crawler, Singleplayer, Fantasy, Action, Action-Adventure, CRPG, Dragons, Character Customization, Third Person, Procedural Generation, Minimalist, Adventure, 3D, Cartoony, Stylized"
EARTHLOCK 2,,TBA,"RPG, Action RPG, Strategy, Action, Action-Adventure, Adventure, Fantasy, Open World, Exploration, Multiplayer, Singleplayer, Indie, 3D, Nature"
Sclash,,Q4 2020,"2D Fighter, Casual, Hand-drawn, Local Multiplayer, Stylized, Fighting, Indie, Side Scroller, Atmospheric, Controller, PvP, Action, Multiplayer, Singleplayer, Arcade, 2.5D, Swordplay, Character Customization, Mythology, Fantasy"
Sclash Demo,,"30 Apr, 2020","Action, Indie"
Midjungard,,"21 Dec, 2020","Hack and Slash, PvP, PvE, Mythology, Dark Fantasy, Swordplay, Magic, Archery, Loot, Indie, Online Co-Op, Co-op, Action, Singleplayer, Multiplayer, Third Person, Cinematic, Combat, Fighting, 3D"
Chewbrick,,,"Indie, Action, Casual, Early Access, Arcade, Shoot 'Em Up, Platformer, Local Multiplayer, Split Screen, Singleplayer, Co-op, Replay Value, Bullet Hell, Local Co-Op, Multiplayer, Difficult, Atmospheric, Co-op Campaign, Adventure, Racing"
Smerch Battle Arena,,TBA,"Hack and Slash, Swordplay, PvP, Multiplayer, Action, Local Multiplayer, PvE, Battle Royale, Third Person, Survival, 3D, Gore, Massively Multiplayer, Indie, Nudity, Bullet Time, Score Attack, Singleplayer"
CRAZY CAGE,,Autumn 2020 - Wishlist now!,"Action, Indie, Early Access, Casual, Third Person, Multiplayer, 3D Platformer, Sandbox, Local Co-Op, Co-op, Competitive, Physics, Funny, Singleplayer, Colorful, Comedy, Fighting, Simulation, Platformer, 4 Player Local"
Tunche Demo,5,"23 Mar, 2020",
Tunche,,Spring 2021,"Co-op, Action, Local Multiplayer, Co-op Campaign, Multiplayer, Beat 'em up, Adventure, Hack and Slash, Roguelite, Indie, Local Co-Op, Hand-drawn, Singleplayer, Controller, Action Roguelike, Arcade, Casual, Cute, Fantasy, Combat"
Orcs Must Die! 2 Demo,31,"27 Jul, 2012","Strategy, Action, Indie"
PomboTroll,1,"6 Dec, 2018","Shoot 'Em Up, 2D Platformer, Casual, PvP, Competitive, Platformer, Action-Adventure, 2D, Funny, Dark Comedy, Action, Hand-drawn, Comedy, Adventure, Satire, Multiplayer, Singleplayer, Early Access, Indie"
Wizardians: In Defence of Magic,,Coming soon,"Indie, Adventure, Strategy, RPG, Card Game, Magic, Fantasy, Multiplayer, Trading Card Game, Great Soundtrack, Atmospheric, Singleplayer, Economy, Management, Resource Management, Story Rich, Action, Point & Click"
A Valley Without Wind Demo,,"14 May, 2012",
CyberCorp,,2020,"Action, Violent, Indie, Cyberpunk, Loot, Shooter, Robots, Futuristic, Sci-fi, Co-op, Mechs, Top-Down Shooter, Online Co-Op, Top-Down, Singleplayer, Multiplayer, Story Rich, Team-Based, Massively Multiplayer, Beautiful"
Dungene,,2020 Summer,"Indie, Action, Roguelike, Pinball, Roguelite, Sci-fi, Singleplayer, Action Roguelike, Combat, Gore, 2D, Cartoon, Traditional Roguelike, Aliens, Robots, Action RPG, RPG, Character Customization, Multiplayer, Bullet Time"
Bomber League,,,"Indie, Strategy, Mining, Top-Down, Action, Team-Based, PvP, Early Access, RTS, Multiplayer, Grand Strategy, Local Multiplayer, 4 Player Local, 3D, Relaxing, Family Friendly, Combat, Score Attack, Character Customization, Singleplayer"
STANDBY Demo,1,"26 Aug, 2016","Action, Indie, Racing"
Rise and Fall,5,"14 Aug, 2020","Sports, Action, Free to Play, Indie, Local Co-Op, Cartoon, Team-Based, Multiplayer, Comedy, PvP, Old School, Physics, Combat, Funny, Singleplayer, Stylized, Cute, Top-Down, Historical, 3D"
Vitality,,Q4 2020,"RPG, Indie, Sandbox, Exploration, Building, Survival, Co-op, Open World, Crafting, Multiplayer, 2D, Pixel Graphics, Historical, Atmospheric, Singleplayer, Nature, Open World Survival Craft, Action, Adventure"
Swapette Showdown,,2021,"Puzzle, Action, Competitive, Indie, Local Multiplayer, eSports, Anime, Arcade, 2D, Cartoony, Colorful, Cute, Female Protagonist, Fighting, PvP, 4 Player Local, Multiplayer, Singleplayer, Funny, Match 3"
Sanctum Demo,4,"13 May, 2011","Strategy, Action, Indie"
The Beast Inside Demo,9,"1 Mar, 2019","Action, Adventure, Indie"
Nimoyd - Survival Sandbox,,Spring or Summer 2021,"Early Access, Survival, Open World Survival Craft, Sandbox, Open World, Procedural Generation, Crafting, Multiplayer, Indie, 3D, 2D, Action, Building, Pixel Graphics, Fantasy, Sci-fi, Co-op, Online Co-Op, Adventure, Singleplayer"
AirShock,,"24 Feb, 2019","Action, Strategy, Indie, Casual, Arcade, Shooter, Shoot 'Em Up, Colorful, Top-Down, 3D, Funny, War, Flight, Multiplayer, Co-op, Singleplayer, Co-op Campaign, Combat"
Rekt: Crash Test,6,"3 Dec, 2020","Action, Racing, Sports, Casual, Vehicular Combat, Co-op, Local Co-Op, Local Multiplayer, Multiplayer, Singleplayer, Free to Play, Indie, 4 Player Local, Online Co-Op, Arcade, Driving"
Fling to the Finish,,Q2 2021 (probably),"Physics, Casual, Online Co-Op, Multiplayer, Local Multiplayer, Local Co-Op, Co-op, Family Friendly, Indie, Action, Adventure, Colorful, Funny, 4 Player Local, Cute, 3D Platformer, Singleplayer, Co-op Campaign, Racing, Competitive"
Fling to the Finish Demo,,"16 Jun, 2020","Action, Casual, Indie, Platformer, Racing, 3D Platformer, 3D, Cartoon, Comedy, Family Friendly, Funny, PvP, Co-op, Local Co-Op, Local Multiplayer, Multiplayer, Singleplayer, 4 Player Local, Co-op Campaign, Controller"
SILENT DOOM,,TBD,"Indie, Action, Adventure, Simulation, Early Access, Gore, Violent, Co-op, Singleplayer, Horror, Shooter, First-Person, Difficult, Atmospheric, Retro, Multiplayer, Survival Horror, Dark"
SILENT DOOM,,TBD,"Indie, Action, Adventure, Simulation, Early Access, Gore, Violent, Co-op, Singleplayer, Horror, Shooter, First-Person, Difficult, Atmospheric, Retro, Multiplayer, Survival Horror, Dark"
The Wicked,,"28 May, 2021","Indie, Action, Top-Down Shooter, Zombies, Local Multiplayer, Local Co-Op, Co-op, Online Co-Op, Singleplayer, Multiplayer, Adventure, Roguelike, Shooter, Action-Adventure, Roguelite, 3D, Cartoony, Third-Person Shooter, Top-Down, Stylized"
Rogue Heroes: Ruins of Tasos Demo,3,"28 May, 2020","Action, Adventure, Indie"
Rogue Heroes: Ruins of Tasos,,Coming Soon,"Action, Adventure, RPG, Roguelike, Co-op, Indie, Roguelite, Pixel Graphics, 2D, Local Multiplayer, Action Roguelike, Online Co-Op, Singleplayer, Exploration, Action-Adventure, Action RPG, Fantasy, Multiplayer, Controller, Fishing"
Monkey King vs Transformers,,"24 Oct, 2020","Casual, Action, Fighting, 2D Fighter, 2D, 1980s, PvP, Co-op, Local Co-Op, Indie, Multiplayer, Singleplayer, Local Multiplayer"
Link Wars - VR DLC,,"29 May, 2020","Action, Indie, Casual, Puzzle, Fast-Paced, Board Game, Arcade, PvP, Multiplayer, Real-Time, Singleplayer, 3D, Logic, VR"
Super Kayak Maker,,Feb 2021,"Driving, Physics, Singleplayer, Level Editor, Sports, Life Sim, Nature, 3D, Simulation, Funny, Action, Minimalist, Co-op, Online Co-Op, Multiplayer, Early Access, Indie, Casual"
Super Kayak Maker Demo,,"4 Oct, 2020",
Torchlight II Demo,74,"20 Sep, 2012",
Home Sweet Home Demo,14,"30 Jul, 2017","Adventure, Gore"
Kingdom of Corrupts,2,"17 Jun, 2020","Action, Indie, Adventure, Casual, Pixel Graphics, Atmospheric, Singleplayer, 2D Platformer, Medieval, Resource Management, Puzzle Platformer, Multiplayer, Strategy"
Uploaded,2,"31 Aug, 2020","Action, Shooter, FPS, Arena Shooter, Beat 'em up, First-Person, 3D, Dark, Futuristic, Robots, Gore, Violent, Sci-fi, Indie, Early Access, PvP, Multiplayer, Singleplayer, Blood"
Asteroids 44 (For Four),5,"29 Jul, 2020","Action, Free to Play, Co-op, Local Co-Op, Singleplayer, Retro, Arcade, Shooter, Shoot 'Em Up, Looter Shooter, 3D, Indie, Top-Down, Space, 4 Player Local, Score Attack, Multiplayer, Local Multiplayer, Flight"
Gatewalkers,,Q2 2021,"Hack and Slash, Dungeon Crawler, Survival, Action RPG, Action-Adventure, Character Customization, RPG, Isometric, 3D, Action, Realistic, Crafting, Co-op, Co-op Campaign, Multiplayer, Online Co-Op, Singleplayer, Indie, Adventure, Fantasy"
Mount and Blade Demo,39,"3 Nov, 2008",RPG
Tools Up! Demo,,"22 Sep, 2020",
The Burning Descent,6,"30 Apr, 2020","Action, Indie, VR, PvP, Arena Shooter, FPS, Shooter, Strategy, Simulation, Post-apocalyptic, Multiplayer, Competitive, Singleplayer"
City of the Shroud,9,"9 Aug, 2018","RPG, Indie, Strategy, Action, Real-Time with Pause, Real Time Tactics, Visual Novel, Choose Your Own Adventure, Tactical RPG, Story Rich, Multiplayer, Fantasy, Funny, Singleplayer, Choices Matter, Strategy RPG, Action RPG, JRPG"
SNOWRIFTERS,,TBA,"Racing, Action, Combat Racing, Vehicular Combat, Automobile Sim, Third Person, Sci-fi, Combat, Gun Customization, Indie, Driving, PvP, Team-Based, Singleplayer, Multiplayer, Co-op, Cinematic, Story Rich, Realistic, 3D"
Ultimate Battle,,"17 Dec, 2020","Action, Bullet Hell, PvP, PvE, Shooter, 2D, Funny, Artificial Intelligence, Indie, Multiplayer, Singleplayer, Action-Adventure, Shoot 'Em Up, Colorful, Arcade, Local Multiplayer"
Lights Orb,,"22 Jan, 2021","3D Platformer, Action, Parkour, Platformer, First-Person, 3D, Minimalist, Score Attack, Futuristic, Indie, Singleplayer, Multiplayer"
Spirit Arena Demo,,"1 Oct, 2019","Adventure, Indie, Casual"
Frozen Flame,,2020,"Indie, RPG, Massively Multiplayer, Action, Early Access, Open World, Multiplayer, Fantasy, Building, Co-op, Crafting, Exploration, Atmospheric, Co-op Campaign, Dark Fantasy, Survival, Singleplayer, Sandbox, Lore-Rich, PvP"
